Nickname,Title,Play Hours,Profile Link,Comment,Date,Language
Skalding Beanwater,1,199.9,https://steamcommunity.com/id/dist0rt3dhum0r/,"love me bolta,
love the emparah.
'ate bugs,
'ate 'eretics.

simple as.",2024/10/3,en
Viatorem,0,44.3,https://steamcommunity.com/profiles/76561199087192091/,"This update successfully made the ashes of the few relatives left by Saber. The original difficulty design is enough to be beasts. All kinds of nausea have been finished.The flag is not returning to blood. Didn't you think the mobs touched me and were directly disabled. After finishing the blood bags that I gave me except the map, there was no way to return blood.I also have to endure your noble liver to level 23 to unlock the noble blood recovery skills, right?The whole family of the production team should be a sex slave to the dark spirit clan",2024/10/17,zh-cn
BagelGoose,1,320,https://steamcommunity.com/profiles/76561198263116418/,"I haven't played a game this constantly since the Xbox 360 golden area of video games. This is, at it's heart, a true video game.

I felt compelled enough to get all the achievements, so you know it's good.",2024/10/3,en
GrizzlyOne95,1,13.1,https://steamcommunity.com/id/GrizzlyOne95/,"I know absolutely nothing about Warhammer, and never played the games before, but when I saw a big beefy boi ripping aliens into shreds, I was intrigued.

Anyway, this game was great. Played the campaign partially solo and partially coop. Melee is very satisfying and fun. The shooting is also nice but usually feels pretty ineffective given the lower ammo capacity of most guns. The first moment of the game where you see a huge swarm running at you is terrifying but also exhilarating.

I will say the first half of the game was my favorite, as the other enemies later on don't seem quite as fun to fight, but it was still enjoyable. I never skipped a cutscene, as they were really drawing me in even with no knowledge of the universe. The world building, overall art direction and scenery is just impeccable, and I probably spent upwards of 30+ minutes just staring at the vistas.

Haven't even tried the coop missions or MP yet, but I can say this game was super well done and really fun.",2024/10/4,en
Godbrithil,1,21.7,https://steamcommunity.com/id/Godbrithil/,"After over a decade of anticipation, countless prayers and occasional cursing, Titus has finally put on his iconic armor again-ready to make alien hordes out.But the question remains: Is it the long -awaited triumph that we have been waiting for?Or just another digitized bloodbath without brain and heart?We snapped St. Bolter and plunged into the battle.


As soon as you started the game, there is no time for gentle introduction or profound philosophical conversations.Instead, you get a thick bolt in your hand and are thrown into an army of Tyranids.The hero of our history, Captain Titus, is the epitome of the Space Marine cliché: indestructible, cynical and with the moral empathy of a chain sword.Not long is torched here - as if a bulldozer drives against a horde of anger - ruthless, tremendous and 100% satisfactory.The feeling when your chain sword drives into a group of aliens is pure balm for which soul strained by everyday life.Strategic depth?Forget it!You are not a chess master, you are a war instrument, and your only tactic is: destroy everything in sight.The small subtle introduction is by no means too short or later.


The story of Warhammer 40k: Space Marine 2 is as epic and profound as a motivational poster in an office: it is there, but actually none is interested.Captain Titus returns, and with him the old wisdom that words may be powerful, but cannot do anything against a well-placed Bolter Salve.The tyranids eat whole worlds, the imperator is silent as always, and Titus does what he can best do: smash everything that does not look imperial or Xenos.Deep character development?None.But there is a lot on the twelve - and frankly, that's exactly the kind of storytelling that we deserve.For everything else, there is the books.[/H1]


What could be nicer than shooting a Horde Xenos into pieces?Exactly - to do the whole thing with friends.Warhammer 40k: Space Marine 2 provides us with a Coop mode that does not swing big speeches, but throws you and your buddies directly into the battle.This is not about sophisticated tactics or clever interaction - it's about who is the first to ""for the imperator!""Shouts while he ballet his bolter.Fun aside: With two wisen friends or randoms, you rush into missions that are designed to promote teamwork - at least in this respect that you will revive each other when one of the comrades in the heat of the moment blesses the time.My personal recommendation: plays the Coop on the level of difficulty ""Angel of Death"" (campaign) or ""merciless"" (PVE), because only there does the real fun and the brutal authenticity of the shared slaughter come into its own.


Not a shameless cash shop that wants to pull your money out of your pocket while you are dismantling aliens.Space Marine 2 dispenses with microtransactions, booster or any payment models that give you the feeling that you only take part in the battlefield if you do not make a lot of coal.There is only one thing to do here: killing and celebrating victories.












Warhammer 40k: Space Marine 2 is not for delicacies.It is a game that does not indulge in any illusions and instead offers you exactly what it promises: merciless, brutal and, above all, entertaining destruction.It is as if someone had thrown Doom, Gears of War and the dark 40k world into a blender and accidentally pressed the button for ""epic"".So if you are looking for a game that you don't have to think about, but just want to sow death and ruin - welcome.But do not forget to call ""lead the imperator"".

Here is a short and nice video, which describes the game in detail (Attention Spoiler):",2024/10/7,de
Trevor Reznik,1,12.9,https://steamcommunity.com/id/trevor_reznik/,"You are essentially a walking tank, but you fight with the grace of a ballerina. This game renders many hundreds of enemies on screen but still manages to run well. Gameplay is fun and addicting. This is everything I want from a game in 2024: to feel like it released back in 2006, while looking even better.",2024/10/6,en
ViMartian,1,12.6,https://steamcommunity.com/profiles/76561198086840425/,"At first glance, in Space Marin 2 there is nothing innovative, uncomplicated gameplay, mechanics, as in many games before, a simple plot, corridor of locations, scarcity in the choice of weapons.
However, when I started playing, I experienced indescribable emotions.
The game has gorgeous to goosebumps with Gothic surroundings and gigantism, the elaboration of small details, spectacular battles.
The game managed to convey the amazing atmosphere of the universe, the state of the eternal struggle, a nagging sense of hopelessness, when you see the roller gigantic waves of enemies, but at the same time the stamina of the cosmodesters, the courage of the imperial guard and the overcoming of all difficulties.
It turned out that now it was precisely the following: a short -term plot campaign does not have time to get bored, corridor Loki concentrates on missions, fights the battles, and a simple plot gives rest from the variables of the variable endings of some games.It turned out that a large selection of weapons, in fact, is not needed, a cosmessor with a bolt screw and a chain sword-this is organic and quite enough)
As a result, the Space of Marina2 impressed me with their atmosphere that I became interested in the history of Wahi and began to read books in the universe.
I recommend this game, because, perhaps, someone else it will inspire me for immersion in the ENT of the world Varhammer 40k.

And yes, now I know all the primarchs by heart ...)))",2024/10/8,ru
Shini,1,79.9,https://steamcommunity.com/profiles/76561198208706796/,"---{ Graphics }---
☑ You forget what reality is
☐ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☐ Very good
☑ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☑ Eargasm
☐ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☑ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☐ Potato
☐ Decent
☑ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Game Size }---
☐ Floppy Disk
☐ Old Fashioned
☐ Workable
☑ Big
☐ Will eat 10% of your 1TB hard drive
☐ You will want an entire hard drive to hold it
☐ You will need to invest in a black hole to hold all the data

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☐ Easy to learn / Hard to master
☑ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☑ Average grind level
☐ Too much grind
☐ You'll need a second life for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☑ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☑ Short
☐ Average
☐ Long
☐ To infinity and beyond

---{ Price }---
☐ It's free!
☑ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☑ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☑ 8
☐ 9
☐ 10",2024/10/5,en
buzuosi2333,1,122.9,https://steamcommunity.com/profiles/76561199042831327/,"Very good big ASS, squeeze my loyal gene.It ’s too liver, and it’ s too formulating. If it ’s been tired of the feeling, I hope that in the future, I hope that it can reduce liverity, increase customs clearance rewards, and increase the randomness of levels.",2024/10/1,zh-cn
Bugagashechko,1,36.5,https://steamcommunity.com/id/Bugagashechko/,"Brother, if you are planning to strengthen your faith in the emperor, be persistent.And also brother, do not forget about the parries on more powerful xenos, but even if you fall in battle, your brothers will always raise you.Do not give in to heresy brother, because the emperor protects, buy a brother's game, be sure of his faith.Brother, let your power hammer not know fatigue, and the bolter will not stop fighting heretics for a second, because the fraternal shoulder is always there, brother.
11 brothers out of 10",2024/10/5,ru
